WKT,gid,access,addr:housename,addr:housenumber,amenity,brand,building,covered,disused,ele,highway,historic,layer,leisure,name,office,operator,power,ref,shop,sport,tourism
"POINT (-6.09610339915141 36.6973245955914)","525685287",,,,cafe,,,,,,,,,,FRANJAR,,,,,,,
"POINT (-6.29439649912381 36.899445595575)","1776577678",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.17980309913976 36.8679475955775)","7638945378",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.17292509914072 36.8643896955778)","7641680861",,,,cafe,,,,,,,,,,Bar El Polígono,,,,,,,
"POINT (-5.94366769917264 36.6081343955988)","3418445117",,,,cafe,,,,,,,,,,Moreno,,,,,,,
"POINT (-5.79865099919282 36.6040318955991)","5320886933",,,,cafe,,,,,,,,,,Come & Calla,,,,,,,
"POINT (-5.81397609919069 36.7510840955871)","3421961493",,,,cafe,,,,,,,,,,Café Albéniz,,,,,,,
"POINT (-5.80902159919138 36.7494233955872)","2769450628",,,,cafe,,,,,,,,,,Babel,,,,,,,
"POINT (-5.9597386991704 36.9761049955687)","3574116894",,,,cafe,,,,,,,,,,Venta El Pan,,,,,,,
"POINT (-5.94621319917228 36.9769199955687)","3844379973",,,,cafe,,,,,,,,,,Amaluz,,,,,,,
"POINT (-5.94145259917294 36.9790229955685)","4321133005",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-5.9381642991734 36.985450995568)","4321129497",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-5.93782429917345 36.9887597955677)","4315403221",,,,cafe,,,,,,,,,,Aranda,,,,,,,
"POINT (-5.80602109919179 37.0628129955617)","4443691592",,,,cafe,,,,,,,,,,La Cantina,,,,,,,
"POINT (-5.80606199919179 37.0630185955617)","4444157594",,,,cafe,,,,,,,,,,El Albero,,,,,,,
"POINT (-5.93686799917358 37.1626033955537)","2266367422",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-5.93668559917361 37.1626375955537)","2266367473",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-5.92420919917534 37.1569534955541)","3336316829",,,,cafe,,,,,,,,,,Las Postas,,,,,,,
"POINT (-5.91133249917714 37.195960795551)","7343342653",,,,cafe,,,,,,,,,,Cafetería AP-4,,,,,,,
"POINT (-5.77891629919557 37.1808265955522)","1227283765",,,,cafe,,,,,,,,,,Cafetería las Mujeres,,,,,,,
"POINT (-5.77286029919641 37.1883036955516)","2000159330",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-7.02353899902231 37.270814895545)","6414675531",,,,cafe,,,,,,,,,,Cohiba,,,,,,,
"POINT (-7.0229414990224 37.271033895545)","6413726094",,,,cafe,,,,,,,,,,Pajarito,,,,,,,
"POINT (-7.02332079902235 37.271616095545)","6413563459",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.93689829903438 37.2800121955443)","6468811412",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.94329959903348 37.283141295544)","1426130059",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.83746799904822 37.2749139955447)","2428331437",,,,cafe,,,,,,,,,,Vendederas,,,,,,,
"POINT (-6.83781319904817 37.2756802955446)","5089694759",,,,cafe,,,,,,,,,,Alkimia,,,,,,,
"POINT (-6.84089659904774 37.3150927955415)","4485997990",,,,cafe,,,,,,,,,,Rengel,,,,,,,
"POINT (-6.83792599904815 37.3865364955358)","6468810518",,,,cafe,,,,,,,,,,Bar La Vía,,,,,,,
"POINT (-6.84496039904717 37.5961346955192)","6195377087",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.59855699908147 37.308279195542)","760209681",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.59800669908155 37.309332595542)","7691695627",,,,cafe,,,,,,,,,,Café Bar El Cine,,,,,,,
"POINT (-6.59528079908193 37.3063218955422)","7685858269",,,,cafe,,,,,,,,,,Cafetería Bar El Galeón,,,,,,,
"POINT (-6.5401787990896 37.345719495539)","5089336356",,,,cafe,,,,,,,,,,K. Reyes,,,,,,,
"POINT (-6.78496649905552 37.8734853954974)","2059905447",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.8203313990506 37.9088389954946)","2131990004",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.82059959905057 37.9092769954946)","2131990009",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.82083909905053 37.9094852954946)","2131990005",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.72788769906347 37.9147665954941)","2277742198",,,,cafe,,,,,,,,,,Biri,,,,,,,
"POINT (-6.72704039906359 37.917325495494)","2267522417",,,,cafe,,,,,,,,,,Bar Parada,,,,,,,
"POINT (-6.7061003990665 37.9238762954935)","2267524961",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.65539749907356 37.6810566955125)","6476607943",,,,cafe,,,,,,,,,,Banda,,,,,,,
"POINT (-6.55011399908822 37.6954580955113)","6947271502",,,,cafe,,,,,,,,,,Mil delicias,,,,,,,
"POINT (-6.66831169907176 37.8739870954973)","1280973415",,,,cafe,,,,,,,,,,Palomitas,,,,,,,
"POINT (-6.6659059990721 37.8744920954973)","1987559128",,,,cafe,,,,,,,,,,La Esquinita,,,,,,,
"POINT (-6.66576449907212 37.8745228954973)","1987559160",,,,cafe,,,,,,,,,,Román,,,,,,,
"POINT (-6.66552049907215 37.8744197954973)","1987677140",,,,cafe,,,,,,,,,,La Parra,,,,,,,
"POINT (-6.62143259907829 37.8802607954969)","1987677146",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.66045129907286 37.903347895495)","1420504887",,,,cafe,,,,,,,,,,La Parada,,,,,,,
"POINT (-6.56852409908565 37.890803795496)","4044330188",,,,cafe,,,,,,,,,,Churrería Chocolatería Castillo,,,,,,,
"POINT (-6.56694109908587 37.891469395496)","3986837430",,,,cafe,,,,,,,,,,Café Bar Museo,,,,,,,
"POINT (-6.56381039908631 37.8936416954958)","3926018086",,,,cafe,,,,,,,,,,Experiencia Fuster,,,,,,,
"POINT (-6.56363069908634 37.8933348954958)","3926018082",,,,cafe,,,,,,,,,,Cafetería Heladería Russe's,,,,,,,
"POINT (-6.56334619908638 37.8938455954958)","3932909650",,,,cafe,,,,,,,,,,Cafetería D'Acuña,,,,,,,
"POINT (-6.5610358990867 37.8928548954959)","3938133857",,,,cafe,,,,,,,,,,Hogar del Pensionista,,,,,,,
"POINT (-6.56152449908663 37.8938173954958)","3926018083",,,,cafe,,,,,,,,,,Cafetería Nuestra Sra del Mayor Dolor,,,,,,,
"POINT (-6.56151199908663 37.8940201954958)","1313548839",,,,cafe,,,,,,,,,,Bar Manzano,,,,,,,
"POINT (-6.56595239908601 37.8985135954954)","3936779907",,,,cafe,,,,,,,,,,Jamones y Embutidos Vázquez,,,,,butcher,,
"POINT (-6.44887189910231 37.8355556955003)","4575193272",,,,cafe,,,,,,,,,,Bar Carmona,,,,,,,
"POINT (-6.257101999129 37.3036047955424)","2292969355",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.24532549913064 37.3062339955422)","7120211252",,,,cafe,,,,,,,,,,Baobab Cafe y Copas,,,,,,,
"POINT (-6.23504479913207 37.2780656955444)","1233103672",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.16120049914235 37.4149592955335)","4271921068",,,,cafe,,,,,,,,,,Cafetería Heliche,,,,,,,
"POINT (-6.16098099914238 37.4152346955335)","4271921067",,,,cafe,,,,,,,,,,Café-Bar El Paseo,,,,,,,
"POINT (-6.1580165991428 37.4178896955333)","4271921069",,,,cafe,,,,,,,,,,Cafetería-Heladería Horno San Rafael,,,,,,,
"POINT (-6.15490839914323 37.4184338955332)","4271921073",,,,cafe,,,,,,,,,,Pastelería Mi Yaya,,,,,,,
"POINT (-6.15669009914298 37.4234276955328)","4268445582",,,,cafe,,,,,,,,,,Café Atalaya,,,,,,,
"POINT (-6.11896689914823 37.3161072955414)","2898936314",,,,cafe,,,,,,,,,,La esquinita de Almensilla,,,,,,,
"POINT (-6.13822389914555 37.3445046955391)","6611940550",,,"23",cafe,,,,,,,,,,Doña Tarta,,,,,,,
"POINT (-6.07223229915474 37.320680695541)","1234167146",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.06608299915559 37.345499295539)","812080732",,,,cafe,,,,,,,,,,Javi´s,,,,,,,
"POINT (-5.99107539916603 37.2916473955434)","4227279719",,,,cafe,,,,,,,,,,Spagnolo,,,,,,,
"POINT (-6.06092629915631 37.3402056955395)","6985624945",,,,cafe,,,,,,,,,,Cafetería Nuevo Rupert,,,,,,,
"POINT (-6.05996919915645 37.3413670955394)","7140022457",,,,cafe,,,,,,,,,,Horno San Tomás,,,,,,,
"POINT (-6.06294269915603 37.3525046955385)","5568943271",,,"66",cafe,,,,,,,,,,Bar Cafetería Los Ferrera,,,,,,,
"POINT (-6.04917779915795 37.3499154955387)","7171226022",,,,cafe,,,,,,,,,,El Almirez,,,,,,,
"POINT (-6.04866479915802 37.3503688955387)","7171201943",,,,cafe,,,,,,,,,,Descubrimientos 3,,,,,,,
"POINT (-6.04865699915802 37.3503568955387)","7171207549",,,,cafe,,,,,,,,,,Chocco,,,,,,,
"POINT (-6.04846779915805 37.3511931955386)","3790680082",,,,cafe,,,,,,,,,,Heladería Frías,,,,,,,
"POINT (-6.04703709915824 37.3516145955386)","7023393391",,,,cafe,,,,,,,,,,Lola,,,,,,,
"POINT (-5.9827341991672 37.3450402955391)","3179765607",,,,cafe,,,,,,,,,,Mova,,,,,,,
"POINT (-5.98303549916715 37.346162095539)","2948961435",,,,cafe,,,,,,,,,,Horno de San Tomás,,,,,,,
"POINT (-5.9834330991671 37.3477928955389)","2948944711",,,,cafe,,,,,,,,,,Café Tartessos,,,,,,,
"POINT (-5.98334179916711 37.3473771955389)","2948957692",,,,cafe,,,,,,,,,,Cafetería-Bar maRam,,,,,,,
"POINT (-5.97772639916789 37.3440016955392)","5537958645",,,,cafe,,,,,,,,,,Cafetería El Petisú,,,,,,,
"POINT (-5.9783857991678 37.345738195539)","5546543973",,,,cafe,,,,,,,,,,La Golosa,,,,,,,
"POINT (-5.98548179916681 37.3492682955387)","3440443916",,,,cafe,,,,,,,,,,El Capriccio,,,,,,,
"POINT (-5.97864879916777 37.3487515955388)","3467323713",,,,cafe,,,,,,,,,,Churrería La Esquinita,,,,,,,
"POINT (-5.97727549916796 37.3487143955388)","454157486",,,,cafe,,,,,,,,,,Cafe Bar Olvera,,,,,,,
"POINT (-5.9820198991673 37.3512793955386)","3429886879",,,,cafe,,,,,,,,,,Betis Sport,,,,,,,
"POINT (-6.08439509915305 37.3720241955369)","5899139661",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.08441009915304 37.3720776955369)","5899139660",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.08233929915333 37.371178595537)","5899139650",,,,cafe,,,,,,,,,,Koldis,,,,,,,
"POINT (-6.0811495991535 37.371497795537)","5899139652",,,,cafe,,,,,,,,,,Parissine,,,,,,,
"POINT (-6.07438129915444 37.371126595537)","3946436657",,,,cafe,,,,,,,,,,Katmandu,,,,,,,
"POINT (-6.07410369915448 37.3719839955369)","6143397428",,,,cafe,,,,,,,,,,Taj Mahal,,,,,,,
"POINT (-6.07243759915471 37.3718158955369)","3946427270",,,,cafe,,,,,,,,,,La Ibense Bornay,,,,,frame,,
"POINT (-6.07073169915495 37.3726707955369)","3946472870",,,,cafe,,,,,,,,,,Zaida,,,,,,,
"POINT (-6.07008399915504 37.3732736955368)","3946635135",,,,cafe,,,,,,,,,,Café Betis,,,,,,,
"POINT (-6.06998039915505 37.3734105955368)","3946476527",,,,cafe,,,,,,,,,,Cafeteria Azahar,,,,,,,
"POINT (-6.08347969915317 37.3807718955362)","6357275739",,,,cafe,,,,,,,,,,Café de Gines,,,,,,,
"POINT (-6.07698409915408 37.383554295536)","5716770558",,,,cafe,,,,,,,,,,Cafetería MAS,,,,,,,
"POINT (-6.07938329915374 37.3851456955359)","4281152335",,,,cafe,,,,,,,,,,La Dolorosa,,,,,,,
"POINT (-6.07585899915423 37.3863630955358)","4161415381",,,,cafe,,,,,,,,,,Cafetería La Dolorosa,,,,,,,
"POINT (-6.0724985991547 37.3798719955363)","4041823596",,,,cafe,,,,,,,,,,Cafetería La Estrella,,,,,,,
"POINT (-6.06682089915549 37.384580095536)","3922527725",,,,cafe,,,,,,,,,,Heladería Cafetería Francis,,,,,,,
"POINT (-6.08014789915364 37.3884523955356)","3555178236",,,,cafe,,,,,,,,,,Churrería Nuestra Señora del Rocío,,,,,,,
"POINT (-6.08018799915363 37.3885906955356)","2801998547",,,"5",cafe,,,,,,,,,,Cafetería Ohana,,,,,,,
"POINT (-6.07863849915385 37.3878982955357)","4161480388",,,,cafe,,,,,,,,,,Kafé Ka,,,,,,,
"POINT (-6.07671269915411 37.3866332955358)","4161480383",,,"20",cafe,,,,,,,,,,Café Cervantes,,,,,,,
"POINT (-6.08046889915359 37.3893277955356)","6281410193",,,"2",cafe,,,,,,,,,,El Café de Inma,,,,,,,
"POINT (-6.06273189915606 37.3541101955384)","5071167933",,,,cafe,,,,,,,,,,Cafeteria La Antigua,,,,,,,
"POINT (-6.04991979915784 37.3706872955371)","1105852840",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.05231459915751 37.3747109955367)","918564063",,,,cafe,,,,,,,,,,Café Helados Arábica,,,,,,,
"POINT (-6.04724609915822 37.3732190955368)","918567799",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.04671589915829 37.3733349955368)","1821212641",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.04702689915825 37.3744335955367)","1105852841",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.04720489915822 37.3752415955367)","5246381500",,,"30",cafe,,,,,,,,,,Cafetería Las Nieves,,,,,,,
"POINT (-6.04598789915839 37.3753373955367)","6538381508",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.04545399915847 37.3748614955367)","6535198338",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.04534429915848 37.3751686955367)","6535018683",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.04415559915865 37.3741078955368)","6538358012",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.04409879915865 37.3740647955368)","1105852601",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.04511259915851 37.3751216955367)","922727707",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.04477869915856 37.3751072955367)","6535018682",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.02710889916102 37.3695784955371)","929021845",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.03140949916042 37.3750678955367)","4307088576",,,,cafe,,,,,,,,,,Café del Cine,,,,,,,
"POINT (-6.05656949915692 37.3854013955359)","2710069419",,,,cafe,,,,,,,,,,Cafetería Santa María,,,,,,,
"POINT (-6.05481829915716 37.3852165955359)","5608067880",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.04580909915842 37.3759835955366)","6535018681",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.04571189915843 37.3758962955366)","918585265",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.04562519915844 37.3774021955365)","1105852706",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.04527579915849 37.3773113955365)","1105852523",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.05104699915769 37.383758395536)","5561806370",,,,cafe,,,,,,,,,,Europa 1,,,,,,,
"POINT (-6.04723059915822 37.3857040955358)","5270536446",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.04793519915812 37.3871239955357)","4030015420",,,"7",cafe,,,,,,,,,,Café L'Epoque,,,,,,,
"POINT (-6.00386569916425 37.3742263955368)","3706170831",,,,cafe,,,,,,,,,,Café Bar Los Tres Principes,,,,,,,
"POINT (-6.00183379916454 37.3744152955367)","3004269594",,,"40",cafe,,,,,,,,,,Chocolatería Virgen de Lujan,,,,,,,
"POINT (-5.98569519916679 37.3562401955382)","3060626517",,,,cafe,,,,,,,,,,Bar Jamaica,,,,,,,
"POINT (-5.97942459916766 37.3609464955378)","4771904938",,,,cafe,,,,,,,,,,Cafeteria Bar Scott,,,,,,,
"POINT (-5.97935679916767 37.3644526955375)","4771904939",,,,cafe,,,,,,,,,,Cafetería Scott,,,,,,,
"POINT (-5.99805269916506 37.3745418955367)","6586929685",,,,cafe,,,,,,,,,,Café de Indias Coffee Shop,,,,,,,
"POINT (-5.99763289916512 37.3751742955367)","3869658084",,,,cafe,,,,,,,,,,garnier,,,,,,,
"POINT (-5.99666599916526 37.3745768955367)","6586857486",,,,cafe,,,,,,,,,,La Siembra Café Bar,,,,,,,
"POINT (-5.98889129916634 37.371537495537)","1519699642",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-5.97873949916775 37.3651168955375)","1925278205",,,,cafe,,,,,,,,,,Cafetería Ilundáin,,,,,,,
"POINT (-6.01083679916328 37.3770743955365)","3010045952",,,,cafe,,,,,,,,,,El Tranvía,,,,,,,
"POINT (-6.01021779916337 37.3798063955363)","3068051249",,,"10",cafe,,,,,,,,,,La Esquina de San Gonzalo,,,,,,,
"POINT (-6.00972309916344 37.3827293955361)","4017115984",,,,cafe,,,,,,,,,,Horno Santa Cecilia,,,,,,,
"POINT (-6.01056589916332 37.3858427955358)","4513217365",,,,cafe,,,,,,,,,,El Picadero,,,,,,,
"POINT (-6.00933679916349 37.3766624955366)","3009588776",,,,cafe,,,,,,,,,,Cafetería-Panadería-Alimentación Alfonso,,,,,,,
"POINT (-6.00916659916352 37.3780516955365)","3007013212",,,,cafe,,,,,,,,,,Panadería-Cafetería,,,,,,,
"POINT (-6.00724129916378 37.3791422955364)","3000934897",,,,cafe,,,,,,,,,,Cervecería-Cafetería de la Encina,,,,,,,
"POINT (-6.0042616991642 37.3796648955363)","4037758892",,,,cafe,,,,,,,,,,Cafetería Don Diego,,,,,,,
"POINT (-6.00397029916424 37.3770432955365)","6597123485",,,,cafe,,,,,,,,,,Amparo de Luna,,,,,,,
"POINT (-6.00241179916446 37.3778680955365)","3013381834",,,,cafe,,,,,,,,,,Café de Indias,,,,,,,
"POINT (-6.00203459916451 37.3780580955365)","6596839787",,,,cafe,,,,,,,,,,Cafetería Torre de los Remedios,,,,,coffee,,
"POINT (-6.00110229916464 37.3756389955366)","7254079552",,,"48",cafe,,,,,,,,,,La Sierra I,,,,,,,
"POINT (-5.99876089916497 37.3757878955366)","6644396099",,,,cafe,,,,,,,,,,Paká Payá tapas&copas&café,,,,,,,
"POINT (-5.99985589916481 37.3768933955366)","6641639885",,,2A,cafe,,,,,,,,,,Chocolateria Rocio Campos,,,,,,,
"POINT (-5.99990209916481 37.3787054955364)","6600683088",,,,cafe,,,,,,,,,,Lukia Sport Café,,,,,,,
"POINT (-6.00800299916368 37.3819467955362)","4797240122",,,"94",cafe,,,,,,,,,,Casablanca dreams,,,,,,,
"POINT (-6.00475049916413 37.3814989955362)","5636934461",,,"34",cafe,,,,,,,,,,Confitería Las Palomas,,,,,,,
"POINT (-6.00889669916355 37.384246095536)","4096743354",,,,cafe,,,,,,,,,,El Horno de Triana,,,,,,,
"POINT (-6.00546629916403 37.3843535955359)","7281755314",,,"55",cafe,,,,,,,,,,La Manuela,,,,,,,
"POINT (-6.00458959916415 37.384516195536)","3575925931",,,,cafe,,,,,,,,,,Casa Diego,,,,,,,
"POINT (-6.00308519916436 37.3829696955361)","6665537115",,,"101",cafe,,,,,,,,,,Quoore 2,,,,,,,
"POINT (-6.00288339916439 37.3850429955359)","3002051654",,,,cafe,,,,,,,,,,Cafe Bar Altozano,,,,,,,
"POINT (-6.00223579916448 37.3847698955359)","6670771086",customers,,"19",cafe,,,,,,,,,,Café la Prensa de Triana,,,,,,,
"POINT (-6.0020837991645 37.3850096955359)","3181714753",customers,,"8",cafe,,,,,,,,,,Café la Prensa de Triana,,,,,,,
"POINT (-6.00195479916452 37.3845637955359)","6668220488",,,"22",cafe,,,,,,,,,,Tetería Bagdad,,,,,,,
"POINT (-6.00386319916425 37.3857500955358)","6541994860",,,,cafe,,,,,,,,,,Donde Juan Carlos,,,,"37",,,
"POINT (-5.99967299916484 37.3862778955358)","5094352744",,,,cafe,,,,,,,,,,Puro & Bio Heladería,,,,,,,
"POINT (-6.01198079916313 37.3875530955357)","7095178625",,,,cafe,,,,,,,,,,Pisano,,,,,,,
"POINT (-6.00173069916455 37.3872623955357)","1750954282",,,,cafe,,kiosk,,,,,,,,Churrería Los Especiales,,,,,,,
"POINT (-5.99889909916495 37.3867925955358)","4423441577",,,,cafe,,,,,,,,,,Taquilla,,,,,,,
"POINT (-5.99939439916488 37.3891695955356)","1314059370",,,,cafe,,,,,,,,,,Café de Indias,,,,,,,
"POINT (-6.00012009916478 37.3903906955355)","4342215191",,,,cafe,,,,,,,,,,Santagloria,,,,,,,
"POINT (-5.99991169916481 37.3903692955355)","5164333074",,,"7",cafe,,,,,,,,,,Santa Gloria,,,,,bakery,,
"POINT (-5.99906749916492 37.3895342955355)","1314059367",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-6.00194509916452 37.3927586955353)","6722925885",,,,cafe,,,,,,,,,,paradas,,,,,,,
"POINT (-5.99861409916499 37.3923899955353)","1757029799",,,"8",cafe,,,,,,,,,,Rincón Maracay,,,,,,,
"POINT (-5.99904579916493 37.3929559955353)","366535282",,,"33",cafe,,,,,,,,,,Bodegon Alfonso XII,,,,,,,
"POINT (-5.99751939916514 37.3765344955366)","3869654457",,,,cafe,,,,,,,,,,helados & cafe Mascarpone,,,,,,,
"POINT (-5.99845179916501 37.3774981955365)","3533495394",,,"8",cafe,,,,,,,,,,Café del Valle,,,,,,,
"POINT (-5.99723299916518 37.3785246955364)","2833258470",,,,cafe,,,,,,,,,,Café Orleans,,,,,,,
"POINT (-5.99743299916515 37.3789179955364)","3869675662",,,,cafe,,,,,,,,,,La Zaranda,,,,,,,
"POINT (-5.99761719916513 37.3792675955364)","3869727526",,,,cafe,,,,,,,,,,Cafetería Asunción 3,,,,,,,
"POINT (-5.9906005991661 37.3807873955362)","6948730307",,,,cafe,,,,,,,,,,Catergest,,,,,,,
"POINT (-5.99534069916544 37.3818829955362)","4835553221",,,"3",cafe,,,,,,,,,,Torch Coffee Roasters,,,,,,,
"POINT (-5.99374479916566 37.383293095536)","5025365021",,,,cafe,,,,,,,,,,costa coffee,,,,,,,
"POINT (-5.99341219916571 37.3831206955361)","1531539342",,,,cafe,,,,,,,,,,Dunkin Coffee,,,,,,,
"POINT (-5.99763189916512 37.3863722955358)","4133219389",,,,cafe,,,,,,,,,,D'oro,,,,,,,
"POINT (-5.99580069916538 37.3857532955358)","4161743749",,,,cafe,,,,,,,,,,Café Boheme,,,,,,,
"POINT (-5.99394319916564 37.383960395536)","1314905040",,,,cafe,Starbucks,,,,,,,,,Starbucks,,,,,,,
"POINT (-5.99560299916541 37.3857732955359)","348624235",,,,cafe,,,,,,,,,,Esquinte de Arfe,,,,,,,
"POINT (-5.99462829916554 37.3862479955358)","3856619769",,,,cafe,,,,,,,,,,Café Bar Perea,,,,,,,
"POINT (-5.99407839916562 37.3852558955359)","4206952445",,,,cafe,,,,,,,,,,La Ibense Bournay,,,,,,,
"POINT (-5.99409039916562 37.3853231955359)","4206952443",,,,cafe,,,,,,,,,,Avenida Restauracion,,,,,,,
"POINT (-5.99111369916603 37.3820458955362)","367152555",,,,cafe,,,,,,,,,,Cafetería San Fernadno,,,,,,,
"POINT (-5.99069599916609 37.3818874955362)","2290757429",,,,cafe,,,,,,,,,,Boston Burger,,,,,,,
"POINT (-5.99296729916577 37.3824758955361)","305526929",,,,cafe,Starbucks,,,,,,,,,Starbucks,,,,,,,
"POINT (-5.9927728991658 37.3824101955361)","367152900",,,,cafe,,,,,,,,,,Café & Té,,,,,,,
"POINT (-5.9899226991662 37.384233095536)","4100676190",,,,cafe,,,,,,,,,,Cafetería El Jardín Esconodido (Real Alcázar),,,,,,,
"POINT (-5.98944529916626 37.3859636955358)","3161051639",,,"12",cafe,,,,,,,,,,Salt and Sugar,,,,,,,
"POINT (-5.98931899916628 37.3859771955358)","960302895",,,"2",cafe,,,,,,,,,,Bar Las Teresas,,,,,,,
"POINT (-5.98052189916751 37.3768208955366)","5251249747",,,,cafe,,,,,,,,,,Horno San Tomás,,,,,,,
"POINT (-5.97711049916798 37.3774479955365)","938364042",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-5.97686429916801 37.3775386955365)","3153966671",,,,cafe,,,,,,,,,,TEA & COFFEE,,,,,,,
"POINT (-5.97678679916802 37.3795625955363)","938361107",,,,cafe,,,,,,,,,,Coffee Corner,,,,,,,
"POINT (-5.98617559916672 37.3816575955362)","837161116",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-5.98710659916659 37.383234495536)","1598325933",,,,cafe,,,,,,,,,,Horno San Bernardo,,,,,,,
"POINT (-5.98667719916665 37.3859118955358)","348079292",,,"19",cafe,,,,,,,,,,Cerveceria Mezquita,,,,,,,
"POINT (-5.98637689916669 37.3858397955358)","5790265653",,,7AA,cafe,,,,,,,,,,Jester,,,,,,,
"POINT (-5.97662789916805 37.383779795536)","4197684358",,,,cafe,,,,,,,,,,crustum,,,,,bakery,,
"POINT (-5.99825749916504 37.3886504955356)","2767919983",,,Nº16,cafe,,,,,,,,,,Heladeria La Fiorentina,,,,,ice_cream,,
"POINT (-5.99311569916575 37.3868537955358)","6284793093",,,,cafe,,,,,,,,,,Cafè Bar Gonzalo,,,,,,,
"POINT (-5.99334539916572 37.3873254955357)","6412187111",,,"19",cafe,,,,,,,,,,Filo,,,,,,,
"POINT (-5.99353189916569 37.3879408955357)","5094362130",,,"3",cafe,,,,,,,,,,Milk Away,,,,,,,
"POINT (-5.99428849916559 37.3891640955356)","1714881996",,,,cafe,,,,,,,,,,Robles Laredo,,,,,,,
"POINT (-5.99698259916521 37.3893723955355)","6514818586",,,,cafe,,,,,,,,,,La Cacharreria,,,,,,,
"POINT (-5.99650309916528 37.3898319955355)","4390117765",,,,cafe,,,,,,,,,,Dulce trazo,,,,,bakery,,
"POINT (-5.99508149916548 37.3895226955355)","4336924169",,,,cafe,,,,,,,,,,Café y tapas,,,,,,,
"POINT (-5.99472949916553 37.3894690955355)","6924727916",,,,cafe,,,,,,,,,,El Rincón del Kevin,,,,,,,
"POINT (-5.99436299916558 37.3910962955354)","4157745890",,,,cafe,,,,,,,,,,Ochoa,,,,,,,
"POINT (-5.9927989991658 37.3871405955357)","5239593421",,,"12",cafe,,,,,,,,,,El Colmo,,,,,,,
"POINT (-5.99298329916577 37.3891894955356)","6924727925",,,,cafe,,,,,,,,,,La Cantina Mexica,,,,,,,
"POINT (-5.9877231991665 37.3865011955358)","1348488768",,,"6",cafe,,,,,,,,,,Carmela Bar de Tapas,,,,,,,
"POINT (-5.9927787991658 37.3892620955355)","6882532285",,,11  Sevilla,cafe,,,,,,,,,,Lucas city,,,,,,,
"POINT (-5.99167779916595 37.3897322955355)","747525520",,,,cafe,,,,,,,,,,La Gitane Loca,,,,,,,
"POINT (-5.99178299916594 37.3898596955355)","3575948536",,,,cafe,,,,,,,,,,La Mina,,,,,,,
"POINT (-5.99108129916603 37.3903253955355)","747521422",,,,cafe,,,,,,,,,,Bar Gran Tino,,,,,,,
"POINT (-5.99065559916609 37.3901813955355)","747521599",,,,cafe,,,,,,,,,,Horno San Buenaventura,,,,,,,
"POINT (-5.99056369916611 37.3899916955355)","4244794210",,,,cafe,,,,,,,,,,Bodega Bonaire,,,,,,,
"POINT (-5.99087009916606 37.3902675955355)","4157814320",,,,cafe,,,,,,,,,,Horno Artesano,,,,,,,
